image_path,label,source
C:\Projects\choochoo\data\raw\cifake\train\REAL\1773 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5765 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0240 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\357 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0241 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2494 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5232.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2775 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4214.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4225 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2806 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1974.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3832 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img007874.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4966 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3311 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5502 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5402 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0334 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2973 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5420 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4913 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00004_00040.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3699 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\sid_set\00003_00656.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\2080 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2103 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1649 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4377 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\999311781b8f70c2b860d1e5c297a5d8.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1724 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4498 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4296 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0846 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1335 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0596 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2906 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0215 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\572 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4685.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4720 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\448 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4042 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2615 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1213 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0224 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1718 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5276 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1723 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4448 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1182.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3195 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3856 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1107 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2068.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2074 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img022549.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1208 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5261 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0472 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0196 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img000667.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3213 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3719 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1852 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3148 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1053 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1693 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0065 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\354 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2099 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3215 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4599 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1475 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4888 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2085 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3440 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1760 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3827 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2615 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5014 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3749 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00000_00251.jpg,1,sid_set
C:\Projects\choochoo\data\raw\cifake\test\FAKE\832 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2580 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1719 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\475.jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img002104.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1712 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3989 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5643.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0005 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4384.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4824.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3557 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0392 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5731 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0488 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4923 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\49 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2806 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2987 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3096 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1026 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1528 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\203 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5620 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\f51cf0450ace9aeae69486cbddf3e2a6.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1736 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3158 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1589 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4140.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0503 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4387 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1075.jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img014096.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3750 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3199 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1598 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3800.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4314 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1120 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2758 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1715 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5120 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1436 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0923 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5933 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2731 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3534 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1814 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1664 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0174 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4281 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0760 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1975 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3952.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3703 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2825 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img016330.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2389 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\775 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\15eeddde0978eaf7ecf15cea87edd4ef.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3065 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2856 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\sid_set\00002_00597.jpg,1,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\4900.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2947 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img004397.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1859 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3977 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\288 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3388.jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\5b94b41ee02ccbe9feee164160ee2665.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2242 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\651 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\496 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1313 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4801 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4984.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4453.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1392 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0812.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5101 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3452 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\124 (9).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1936 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3869 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1561 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4144 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5405 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img001438.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2151 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2253 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3574.jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\ba3ce2b593b7d26771b2fceecf0a6130.png,1,wildfake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\f61353282c1e92e438e4c0e55e363543.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2224 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1876 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\784 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\52 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\478 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img026499.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0302 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\960 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4566 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4602 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3689 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1633 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4336 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1780 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2064 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4029 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1713 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\986.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0541 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3832.jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\2afb9b71444a2ed22f5f79f8eb4dbd0a.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4603 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5996 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1553 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5129 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2717 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4523 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3707 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4431 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3526 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2282 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1480 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0300 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_bedroom\d92d9f0d7c78d4a0f4fe970988b53fb3.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4160 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4795 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3448 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2778.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1386 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0553 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1623 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1667 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0873 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0687 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3446 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2113.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2774 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0614 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1090 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0755 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1228.jpg,0,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img006232.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1911 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2739 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4824 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3996 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2204 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4774 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0350 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\433.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1535 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\celebahq\data1024x1024\img000106.jpg,0,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1981 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1049 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3325 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5092 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5440 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4977 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3423 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3171 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1892 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2466 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1730 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4709 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3919 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5736 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4001.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3555 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\302 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4689 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\597 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\768 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0728 (2).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5096 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\1901.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5800 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2334 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2565 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3651 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4605 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0142 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0251.jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4162 (3).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\01fcee968edbd3c03fcfa748474f5661.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2607 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3493 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0506 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\768 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3192 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2440.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2686 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1775 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\5360 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1848 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4262 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\3272 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\wildfake\DDIM\imgs_CC9K\d9dbcec95527176982e178051f725bc6.png,1,wildfake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1213 (6).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2609 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4515 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2868 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2540 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\254 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1567 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0225 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\425 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\REAL\0790 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4804 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\2875 (3).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4861 (5).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2033 (10).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\2043.jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1457 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0882 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00002_00249.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4420 (8).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3195 (10).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4296 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4824 (7).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0003 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\sid_set\00003_00399.jpg,0,sid_set
C:\Projects\choochoo\data\raw\cifake\train\REAL\1942 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\1569 (5).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4736 (4).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\0076 (8).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4879 (2).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4907 (7).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\test\FAKE\666 (6).jpg,1,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\3693 (4).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\REAL\4299 (9).jpg,0,cifake
C:\Projects\choochoo\data\raw\cifake\train\FAKE\4285 (9).jpg,1,cifake
